SNo,Brief Description of the grievance,Category,Label
3921,My chickens are too lazy to lay eggs. Can you give them some stimulants?,Agriculture and Livestock,not_genuine
3922,Mero bhaisi le dherai paani khancha. Paani kam khana sikhaunu paryo.,Agriculture and Livestock,not_genuine
3923,मेरो बाख्राले अरुको खेतमा गएर घास खान्छ। उसलाई आफ्नो खेतमा मात्र खान सिकाउनु पर्‍यो।,Agriculture and Livestock,not_genuine
3924,My pet cat is not catching enough mice. Can you provide her with a hunting instructor?,Agriculture and Livestock,not_genuine
3925,Kheti ma malai haat le mal lagauna garo bhayo. Automatic mal lagaune system chahiyo.,Agriculture and Livestock,not_genuine
3926,"मेरो गाईको नाम 'काली' हो, तर उनी त्यति कालो छैनन्। उनको लागि रङको व्यवस्था गर्नुपर्‍यो।",Agriculture and Livestock,not_genuine
3927,The crops are getting sunburnt. Can you provide them with tiny sun hats?,Agriculture and Livestock,not_genuine
3928,Mero kukhura le bihana chito anda dinchha. Dherai chito anda dina rokna paryo.,Agriculture and Livestock,not_genuine
3929,बाख्राले घास खाँदा धेरै हल्ला गर्छ। उसलाई चुपचाप खान सिकाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3930,My scarecrow is too friendly. The birds are sitting on it. Can you make it more menacing?,Agriculture and Livestock,not_genuine
3931,Mero karesabari ko pyaj ko aakar gol bhayo. Lamo aakar ko banaidinu paryo.,Agriculture and Livestock,not_genuine
3932,मेरो कुकुरले मासु मात्रै खान खोज्छ। उसलाई शाकाहारी बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3933,The fruit on my tree is not ripe enough. Can you use some magic to ripen it faster?,Agriculture and Livestock,not_genuine
3934,Mero pakhalu janawar le mero kapada khaidiyo. Janawar lai sajae dinu paryo.,Agriculture and Livestock,not_genuine
3935,मेरो गाईले पानी धेरै पिउँछ। यसले गर्दा पानीको बिल धेरै आयो।,Agriculture and Livestock,not_genuine
3936,My chickens are not laying golden eggs. Please consult with a specialist.,Agriculture and Livestock,not_genuine
3937,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
3938,"Nagar Prahari jyu, mero phone ma unknown message aayo. Yeslai rokna paryo.",Nagar Prahari,not_genuine
3939,मेरो छिमेकीले मेरो घरमा हेरेर हाँसे। उहाँलाई हाँस्न बन्द गर्न भन्नुहोस्।,Nagar Prahari,not_genuine
3940,My dog thinks he is a police dog. He is trying to arrest the mailman. Please stop him.,Nagar Prahari,not_genuine
3941,Mero jutta ma chikana lagyo. Safa garna madat chahiyo.,Nagar Prahari,not_genuine
3942,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
3943,My online game account was hacked. Please recover it for me.,Nagar Prahari,not_genuine
3944,Mero chhora le mero mobile hideko chha. Kahan lukayo khoj dinu paryo.,Nagar Prahari,not_genuine
3945,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
3946,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
3947,Mero ghar ma musa le khana khayio. Musa lai samatne kam garnu paryo.,Nagar Prahari,not_genuine
3948,मेरो श्रीमान्ले मलाई खाना बनाउन लगाउनुहुन्छ। यसमा रोक लगाइदिनुपर्‍यो।,Nagar Prahari,not_genuine
3949,The neighbor's cat is staring at me. I feel threatened. Please remove the cat.,Nagar Prahari,not_genuine
3950,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
3951,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
3952,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
3953,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
3954,मेरो छिमेकीले धेरै फुल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
3955,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
3956,Mero jhyal bata dhulo aayo. Dhulo lai rokna paryo.,Nagar Prahari,not_genuine
3957,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
3958,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
3959,Mero chhora le mobile game ma dherai paisa kharcha garyo. Mobile game ban garaidinu paryo.,Nagar Prahari,not_genuine
3960,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
3961,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
3962,Mero mobile ko wallpaper ma mero photo ramro aayena. Ramro photo khichna sikaunu paryo.,Nagar Prahari,not_genuine
3963,Aakash ma indreni niklenna. Aja indreni nikalidinu paryo.,Environment,not_genuine
3964,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
3965,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
3966,Mero ghar najikai ko phool le malai allergy bhayo. Tyo phool lai hataidinu paryo.,Environment,not_genuine
3967,चराहरूले मेरो कौसीमा धेरै गाह्रो आवाज निकाल्छन्। तिनीहरूलाई चुप लगाउनुपर्छ।,Environment,not_genuine
3968,My neighbor's plants are growing too tall. They are blocking my view of the sky.,Environment,not_genuine
3969,Khola ma paani dherai bagyo. Sabai paani bachaut raakhnu paryo.,Environment,not_genuine
3970,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
3971,The clouds are not fluffy enough. Can you make them softer and more artistic?,Environment,not_genuine
3972,Hawa ma dhulo dherai chha. Hawa lai dhulo rahit banaunu paryo.,Environment,not_genuine
3973,जंगलमा जनावरहरू धेरै बस्छन्। तिनीहरूलाई जनसंख्या नियन्त्रण गर्नुपर्छ।,Environment,not_genuine
3974,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
3975,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
3976,मेरो घरको अगाडिको रूखले पात झार्छ। पात झार्न बन्द गर्नुपर्छ।,Environment,not_genuine
3977,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
3978,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
3979,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
3980,I don't like the smell of rain. Can you make rain smell like vanilla?,Environment,not_genuine
3981,Mero bagan ma phool phuldainan. Phool phulaune byawastha garnu paryo.,Environment,not_genuine
3982,समुन्द्रमा पानी धेरै छ। यसले गर्दा संसार डुब्न सक्छ। पानी घटाउनुपर्छ।,Environment,not_genuine
3983,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
3984,Mero ghar ko aagan ma dhulo dherai aauchha. Dhulo lai rokna paryo.,Environment,not_genuine
3985,हिउँ किन सेतो हुन्छ? यसलाई रातो वा निलो बनाउन सकिँदैन?,Environment,not_genuine
3986,My neighbor's dog barks at the moon. Can you explain to the dog that the moon can't hear it?,Environment,not_genuine
3987,School ma khelne time kam bhayo. Padhaune time kam garera khelne time badhaunu paryo.,Education,not_genuine
